Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Petrol,108.54,387.9,9.18
Diesel,92.92,320.3,6.40
Petrol,103.83,134.4,8.54
Diesel,101.95,386.5,7.34
Petrol,96.78,339.6,7.85
Diesel,90.42,133.5,6.23
Petrol,96.99,383.6,7.92
Diesel,97.25,148.8,6.73
Petrol,102.53,385.7,8.52
Diesel,97.83,408.0,7.05
Petrol,97.66,443.3,8.07
Diesel,101.07,353.9,7.26
Petrol,98.35,138.3,7.98
Diesel,95.40,117.3,6.58
Petrol,105.86,210.3,8.80
Diesel,95.85,198.0,6.63
Petrol,101.93,320.7,8.38
Diesel,94.15,273.1,6.58
Petrol,101.28,251.2,8.32
Diesel,99.39,396.8,7.19
Petrol,101.78,100.1,8.23
Diesel,104.00,394.2,7.62
Petrol,106.93,206.1,8.92
Diesel,100.30,444.6,7.33
Petrol,99.40,374.1,8.21
Diesel,102.43,425.5,7.49
Petrol,100.39,119.4,8.12
Diesel,95.47,154.2,6.57
Petrol,101.99,428.9,8.46
Diesel,90.39,265.4,6.17
Petrol,108.39,299.0,9.01
Diesel,102.68,489.0,7.41
Petrol,97.91,381.7,8.05
Diesel,90.52,354.7,6.37
Petrol,99.47,375.3,8.23
Diesel,95.46,121.4,6.64
Petrol,108.45,295.7,9.05
Diesel,100.52,243.0,7.18
Petrol,101.14,109.0,8.27
Diesel,91.37,328.8,6.42
Petrol,102.05,401.3,8.53
Diesel,99.91,440.2,7.18
Petrol,104.88,234.8,8.69
Diesel,98.72,400.6,7.00
Petrol,100.28,210.6,8.16
Diesel,96.85,157.1,6.74
Petrol,103.39,115.2,8.48
Diesel,99.49,155.4,7.07
Petrol,105.69,153.3,8.62
Diesel,99.24,315.3,7.15
Petrol,98.50,115.3,7.87
Diesel,98.78,341.8,7.11
Petrol,97.79,316.0,8.05
Diesel,94.57,402.1,6.72
Petrol,96.49,206.6,7.84
Diesel,96.37,278.3,6.70
Petrol,99.94,451.1,8.35
Diesel,95.84,328.0,6.77
Petrol,98.02,401.8,8.08
Diesel,102.99,106.2,7.33
Petrol,99.14,489.7,8.28
Diesel,100.68,277.7,7.22
Petrol,109.69,371.6,9.24
Diesel,97.39,244.6,6.87
Petrol,104.54,180.7,8.54
Diesel,90.73,357.3,6.37
Petrol,98.61,195.0,8.03
Diesel,90.82,251.4,6.28
Petrol,96.99,404.6,7.96
Diesel,98.38,293.0,7.04
Petrol,99.76,180.1,8.11
Diesel,91.68,140.8,6.31
Petrol,108.85,208.8,9.09
Diesel,90.34,290.9,6.27
Petrol,101.73,401.4,8.44
Diesel,93.88,422.9,6.61
Petrol,99.52,136.8,7.98
Diesel,100.40,396.5,7.27
Petrol,96.42,166.2,7.78
Diesel,91.94,376.9,6.46
Petrol,99.43,251.7,8.06
Diesel,101.51,203.7,7.15
Petrol,97.09,295.8,7.83
Diesel,97.02,153.9,6.74
Petrol,96.70,164.7,7.84
Diesel,102.89,359.9,7.46
Petrol,98.02,417.3,8.15
Diesel,91.40,238.8,6.27
Petrol,106.34,310.5,8.83
Diesel,100.45,136.1,7.15
Petrol,98.60,411.6,8.14
Diesel,91.95,411.9,6.38
Petrol,103.98,334.8,8.62
Diesel,94.97,179.6,6.56
Petrol,99.76,399.9,8.32
Diesel,100.36,377.1,7.22
Petrol,96.24,143.8,7.73
Diesel,103.59,497.8,7.65
Petrol,106.20,157.9,8.65
Diesel,101.29,133.2,7.19
Petrol,105.83,232.6,8.72
Diesel,92.29,226.4,6.34
Petrol,107.08,464.3,8.99
Diesel,99.28,240.1,6.95
Petrol,97.83,415.5,8.07
Diesel,98.91,432.7,7.12
Petrol,102.06,499.6,8.59
Diesel,102.31,391.7,7.48
Petrol,101.89,186.0,8.37
Diesel,99.53,264.1,7.09
Petrol,96.92,405.6,7.96
Diesel,100.65,361.3,7.29
Petrol,108.86,142.0,8.98
Diesel,98.42,479.4,7.14
Petrol,98.76,241.9,8.09
Diesel,96.34,435.9,6.82
Petrol,100.27,136.9,8.10
Diesel,96.09,249.2,6.66
Petrol,108.60,429.0,9.16
Diesel,95.86,397.1,6.73
Petrol,103.99,144.3,8.51
Diesel,100.46,338.8,7.21
Petrol,103.82,247.9,8.49
Diesel,100.17,387.3,7.24
Petrol,98.29,432.6,8.03
Diesel,90.72,372.8,6.29
Petrol,99.10,487.1,8.20
Diesel,98.11,250.4,6.89
Petrol,100.50,352.3,8.26
Diesel,95.88,444.5,6.89
Petrol,99.71,299.9,8.15
Diesel,94.66,112.2,6.58
Petrol,99.94,280.0,8.23
Diesel,92.42,457.8,6.51
Petrol,96.98,331.3,7.89
Diesel,98.21,208.6,6.91
Petrol,96.47,439.2,7.87
Diesel,93.19,178.9,6.47
Petrol,106.16,496.8,8.98
Diesel,92.56,270.2,6.50
Petrol,98.73,155.5,7.99
Diesel,94.27,284.5,6.54
Petrol,101.10,432.2,8.44
Diesel,92.98,408.1,6.49
Petrol,104.63,119.3,8.48
Diesel,102.67,303.6,7.43
Petrol,109.21,394.2,9.15
Diesel,101.89,254.5,7.19
Petrol,105.66,114.9,8.62
Diesel,98.22,342.9,6.91
Petrol,97.44,139.5,7.76
Diesel,101.08,491.2,7.39
Petrol,109.46,406.1,9.14
Diesel,92.18,188.7,6.33
Petrol,106.37,428.4,8.84
Diesel,102.72,344.7,7.34
Petrol,105.82,428.2,8.86
Diesel,103.12,195.5,7.39
Petrol,104.50,238.3,8.66
Diesel,96.93,345.8,6.86
Petrol,108.82,410.9,9.10
Diesel,100.68,143.8,7.13
Petrol,98.91,430.0,8.09
Diesel,94.45,477.5,6.76
Petrol,105.53,415.2,8.82
Diesel,102.86,143.6,7.31
Petrol,109.10,412.8,9.16
Diesel,92.15,454.2,6.54
Petrol,103.78,166.5,8.56
Diesel,94.68,173.7,6.58
Petrol,96.04,286.6,7.73
Diesel,99.70,195.9,7.03
Petrol,99.05,491.2,8.26
Diesel,95.68,380.3,6.83
Petrol,97.10,253.6,7.95
Diesel,100.35,202.5,7.09
Petrol,98.47,375.5,8.05
Diesel,92.62,323.8,6.52
Petrol,109.98,404.9,9.33
Diesel,96.11,182.8,6.78
Petrol,107.36,449.3,9.05
Diesel,96.13,225.8,6.72
Petrol,104.30,495.1,8.76
Diesel,90.97,380.3,6.27
Petrol,107.95,311.8,8.93
Diesel,98.94,130.0,6.93
Petrol,108.74,426.6,9.22
Diesel,95.73,163.1,6.65
Petrol,101.54,426.3,8.50
Diesel,94.45,377.8,6.66
Petrol,103.74,412.5,8.69
Diesel,100.75,337.8,7.28
Petrol,98.05,356.4,7.96
Diesel,95.59,158.4,6.59
Petrol,108.63,142.9,9.06
Diesel,91.48,233.5,6.21
Petrol,106.52,243.8,8.85
Diesel,95.46,310.4,6.69
Petrol,96.47,260.8,7.86
Diesel,92.03,116.8,6.28
Petrol,103.98,210.1,8.51
Diesel,90.99,306.6,6.37
Petrol,101.04,134.2,8.28
Diesel,93.55,297.1,6.52
Petrol,102.05,304.2,8.44
Diesel,98.98,302.9,6.95
Petrol,103.11,216.0,8.46
Diesel,102.28,326.5,7.33
Petrol,107.06,165.0,8.78
Diesel,95.33,393.8,6.70
Petrol,97.57,100.5,7.86
Diesel,97.99,431.8,7.09
Petrol,109.65,432.6,9.26
Diesel,90.96,398.2,6.30
Petrol,97.33,299.3,8.00
Diesel,93.55,483.4,6.55
Petrol,106.08,256.8,8.85
Diesel,99.31,355.0,7.14
Petrol,96.23,377.2,7.91
Diesel,103.41,212.3,7.37
Petrol,105.30,491.8,8.82
Diesel,100.39,156.4,7.08
Petrol,107.69,444.4,9.09
Diesel,101.19,366.5,7.31
Petrol,102.44,275.6,8.44
Diesel,93.27,412.9,6.49
Petrol,102.56,314.7,8.41
Diesel,93.36,364.1,6.52
Petrol,100.17,278.9,8.18
Diesel,101.86,321.7,7.25
Petrol,98.27,106.8,7.92
Diesel,93.32,261.8,6.53
Petrol,108.56,241.0,8.99
Diesel,95.25,267.3,6.60
Petrol,100.68,468.2,8.41
Diesel,93.07,182.1,6.36
Petrol,98.91,413.1,8.23
Diesel,98.97,296.0,7.07
Petrol,98.10,269.8,7.96
Diesel,90.12,277.8,6.23
Petrol,97.79,495.3,8.06
Diesel,97.63,355.1,6.97
Petrol,97.74,189.2,7.82
Diesel,100.90,234.7,7.16
Petrol,105.95,137.2,8.63
Diesel,91.49,462.2,6.48
Petrol,104.63,131.4,8.52
Diesel,92.31,355.7,6.50
Petrol,99.16,308.4,8.13
Diesel,101.30,134.7,7.24
Petrol,102.25,455.5,8.59
Diesel,99.29,198.9,6.99
Petrol,107.07,415.8,8.94
Diesel,91.07,137.9,6.29
Petrol,98.30,271.6,8.00
Diesel,96.73,472.1,6.91
Petrol,104.76,117.4,8.57
Diesel,98.11,256.7,6.90
Petrol,102.32,485.2,8.52
Diesel,97.49,227.7,6.78
Petrol,97.71,227.0,7.86
Diesel,90.77,232.7,6.22
Petrol,103.31,118.9,8.48
Diesel,99.64,226.2,6.98
Petrol,102.40,316.0,8.54
Diesel,93.64,100.4,6.37
Petrol,100.56,397.9,8.33
Diesel,91.82,172.6,6.21
Petrol,102.45,446.9,8.53
Diesel,97.58,184.7,6.80
Petrol,97.14,202.4,7.85
Diesel,92.33,481.8,6.57
Petrol,107.85,143.8,8.82
Diesel,103.97,483.6,7.68
Petrol,103.71,474.9,8.72
Diesel,95.64,148.9,6.70
Petrol,101.35,176.8,8.34
Diesel,91.94,183.7,6.32
Petrol,103.36,496.7,8.59
Diesel,91.30,337.6,6.34
Petrol,109.31,492.1,9.31
Diesel,97.86,342.9,6.88
Petrol,105.04,216.4,8.67
Diesel,92.89,265.4,6.52
Petrol,97.58,231.0,7.97
Diesel,99.91,331.7,7.09
Petrol,100.42,123.1,8.18
Diesel,99.04,163.8,6.87
Petrol,100.51,476.9,8.28
Diesel,102.54,356.1,7.48
Petrol,104.98,401.5,8.76
Diesel,98.86,118.9,7.00
Petrol,96.66,495.8,7.95
Diesel,99.36,402.9,7.19
Petrol,99.73,170.2,8.14
Diesel,90.98,110.4,6.25
Petrol,107.04,427.1,8.96
Diesel,102.48,410.9,7.43
Petrol,106.07,222.1,8.82
Diesel,101.42,195.6,7.23
Petrol,96.18,400.1,7.91
Diesel,98.72,326.2,7.05
Petrol,101.27,291.9,8.28
Diesel,101.30,364.3,7.30
Petrol,108.80,358.8,9.08
Diesel,102.79,251.7,7.45
Petrol,99.37,200.9,8.15
Diesel,92.31,142.7,6.38
Petrol,103.71,399.8,8.72
Diesel,103.71,465.5,7.62
Petrol,98.21,192.4,8.00
Diesel,99.31,362.3,7.01
Petrol,98.53,357.4,8.11
Diesel,91.66,377.7,6.41
Petrol,104.42,492.6,8.70
Diesel,101.52,490.9,7.32
Petrol,99.30,422.2,8.28
Diesel,101.72,330.0,7.39
Petrol,106.48,439.1,8.96
Diesel,101.60,128.9,7.23
Petrol,105.57,258.7,8.74
Diesel,97.54,359.7,6.92
Petrol,107.75,199.7,9.00
Diesel,94.11,393.3,6.68
Petrol,101.23,148.8,8.24
Diesel,95.18,325.4,6.63
Petrol,105.32,391.1,8.84
Diesel,101.84,397.5,7.29
Petrol,107.42,228.5,8.93
Diesel,100.69,466.7,7.35
Petrol,101.09,240.9,8.29
Diesel,101.12,274.2,7.18
Petrol,109.72,125.2,9.04
Diesel,100.18,493.2,7.30
Petrol,97.95,476.8,8.02
Diesel,92.67,285.2,6.43
Petrol,102.00,251.3,8.33
Diesel,97.26,165.1,6.76
Petrol,96.61,434.9,7.97
Diesel,96.41,389.1,6.82
Petrol,106.83,130.5,8.75
Diesel,92.57,472.2,6.52
Petrol,98.30,331.9,8.08
Diesel,93.65,256.2,6.51
Petrol,107.10,475.3,9.06
Diesel,90.62,382.8,6.36
Petrol,96.50,350.1,7.94
Diesel,92.84,233.8,6.43
Petrol,103.33,438.0,8.56
Diesel,93.18,400.1,6.57
Petrol,105.02,308.7,8.68
Diesel,90.06,481.4,6.39
Petrol,101.54,482.4,8.38
Diesel,99.68,110.4,7.05
Petrol,106.73,167.3,8.88
Diesel,100.97,390.1,7.22
Petrol,104.39,500.0,8.69
Diesel,101.92,268.9,7.22
Petrol,102.58,328.2,8.52
Diesel,101.11,363.8,7.20
Petrol,98.68,475.0,8.23
Diesel,91.23,346.6,6.41
Petrol,98.24,415.5,8.18
Diesel,101.73,359.3,7.37
Petrol,107.06,237.7,8.89
Diesel,103.65,274.7,7.39
Petrol,103.71,395.9,8.56
Diesel,103.51,350.9,7.53
Petrol,102.55,417.1,8.45
Diesel,93.40,313.7,6.50
Petrol,98.31,340.8,8.02
Diesel,102.96,300.1,7.33
Petrol,96.75,371.3,7.93
Diesel,91.67,349.5,6.46
Petrol,99.36,404.6,8.17
Diesel,95.31,124.5,6.51
Petrol,102.97,298.0,8.43
Diesel,98.05,197.2,6.96
Petrol,109.52,190.5,9.05
Diesel,91.11,348.1,6.39
Petrol,106.77,466.8,8.93
Diesel,98.42,369.2,6.94
Petrol,102.36,445.7,8.59
Diesel,97.15,468.4,7.01
Petrol,104.60,272.7,8.57
Diesel,92.57,390.1,6.56
Petrol,101.58,135.4,8.30
Diesel,90.30,397.9,6.20
Petrol,99.49,336.0,8.14
Diesel,95.27,484.2,6.76
Petrol,106.90,489.8,8.92
Diesel,100.19,240.0,7.15
Petrol,105.55,355.2,8.71
Diesel,94.27,469.9,6.64
Petrol,99.28,495.0,8.26
Diesel,95.25,484.3,6.85
Petrol,107.26,413.0,8.99
Diesel,96.22,372.2,6.83
Petrol,97.29,399.1,7.93
Diesel,93.01,241.1,6.37
Petrol,105.63,131.3,8.73
Diesel,97.98,392.9,7.08
Petrol,105.81,454.6,8.80
Diesel,95.73,300.4,6.66
Petrol,106.88,137.3,8.73
Diesel,97.48,414.9,7.01
Petrol,102.51,449.5,8.56
Diesel,97.66,329.0,6.87
Petrol,106.82,233.7,8.80
Diesel,97.37,354.4,6.93
Petrol,103.49,286.8,8.50
Diesel,90.08,347.1,6.30
Petrol,100.11,365.6,8.21
Diesel,98.79,369.9,6.98
Petrol,106.21,258.0,8.76
Diesel,95.80,366.7,6.79
Petrol,101.15,323.1,8.41
Diesel,95.81,400.0,6.80
Petrol,102.35,156.1,8.35
Diesel,100.16,418.9,7.20
Petrol,105.13,169.8,8.59
Diesel,96.72,449.7,6.83
Petrol,107.22,408.8,8.98
Diesel,94.44,196.4,6.48
Petrol,103.03,435.1,8.53
Diesel,97.77,427.1,6.94
Petrol,108.55,243.4,9.05
Diesel,99.90,163.2,6.96
Petrol,104.98,147.9,8.65
Diesel,101.29,320.6,7.26
Petrol,100.77,327.1,8.36
Diesel,102.00,490.1,7.43
Petrol,107.53,200.0,8.90
Diesel,93.46,345.0,6.62
Petrol,97.56,120.4,7.82
Diesel,101.72,465.2,7.46
Petrol,99.92,459.6,8.26
Diesel,94.59,431.6,6.69
Petrol,106.23,478.2,8.84
Diesel,92.41,435.2,6.55
Petrol,100.44,498.0,8.31
Diesel,103.97,490.5,7.64
Petrol,99.59,357.8,8.26
Diesel,99.78,392.4,7.18
Petrol,105.20,359.8,8.80
Diesel,100.82,338.0,7.16
Petrol,106.66,421.8,8.89
Diesel,101.27,310.7,7.28
Petrol,98.17,105.1,7.94
Diesel,95.99,150.7,6.58
Petrol,102.77,360.7,8.50
Diesel,100.72,472.1,7.32
Petrol,105.44,145.6,8.57
Diesel,99.01,332.2,7.01
Petrol,96.70,332.5,7.83
Diesel,100.56,368.5,7.16
Petrol,105.70,483.3,8.85
Diesel,102.73,264.2,7.28
Petrol,103.67,304.8,8.56
Diesel,97.95,437.0,7.10
Petrol,109.08,431.5,9.19
Diesel,101.66,185.9,7.14
Petrol,98.18,456.4,8.15
Diesel,91.80,139.3,6.27
Petrol,96.45,147.3,7.70
Diesel,103.13,402.0,7.56
Petrol,102.78,260.3,8.43
Diesel,97.83,394.1,6.92
Petrol,105.51,329.7,8.72
Diesel,95.30,187.3,6.61
Petrol,98.09,142.6,7.87
Diesel,91.56,383.5,6.44
Petrol,106.51,186.8,8.76
Diesel,91.24,339.5,6.39
Petrol,102.44,325.7,8.52
Diesel,102.17,451.0,7.38
Petrol,107.33,343.8,9.01
Diesel,97.32,133.3,6.77
Petrol,104.71,250.1,8.57
Diesel,94.89,161.4,6.60
Petrol,107.73,410.9,9.07
Diesel,94.22,491.7,6.80
Petrol,98.93,468.3,8.18
Diesel,96.62,175.0,6.75
Petrol,104.11,258.4,8.64
Diesel,97.86,139.8,6.77
Petrol,100.32,424.0,8.34
Diesel,103.29,327.7,7.47
Petrol,105.25,350.6,8.67
Diesel,101.62,295.9,7.25
Petrol,105.21,260.5,8.62
Diesel,100.16,200.2,7.14
Petrol,97.50,163.5,7.88
Diesel,102.16,363.9,7.45
Petrol,108.35,234.7,8.98
Diesel,93.07,477.4,6.62
Petrol,104.96,124.2,8.55
Diesel,102.91,116.3,7.26
Petrol,109.21,455.6,9.16
Diesel,90.90,356.1,6.29
Petrol,109.56,252.0,9.11
Diesel,91.07,425.8,6.43
Petrol,102.64,441.3,8.48
Diesel,103.73,281.5,7.54
Petrol,104.21,276.0,8.54
Diesel,100.36,126.7,7.01
Petrol,98.61,276.8,8.08
Diesel,94.70,176.0,6.55
Petrol,96.81,394.2,7.91
Diesel,100.08,413.0,7.18
Petrol,104.59,117.3,8.55
Diesel,93.25,460.0,6.56
Petrol,103.36,422.4,8.61
Diesel,98.90,397.9,7.01
Petrol,103.59,363.7,8.62
Diesel,94.69,234.5,6.61
Petrol,98.70,181.3,8.06
Diesel,103.66,451.1,7.50
Petrol,105.37,352.9,8.71
Diesel,90.03,107.5,6.01
Petrol,101.96,401.6,8.38
Diesel,100.98,246.8,7.17
Petrol,101.91,241.5,8.36
Diesel,102.19,185.8,7.22
Petrol,105.94,320.2,8.84
Diesel,98.30,417.7,7.05
Petrol,107.52,389.0,8.99
Diesel,100.64,310.9,7.21
Petrol,103.55,355.0,8.53
Diesel,94.48,325.1,6.59
Petrol,97.26,309.6,7.98
Diesel,96.21,184.1,6.80
Petrol,96.28,403.1,7.85
Diesel,92.74,465.1,6.64
Petrol,96.85,229.0,7.93
Diesel,97.87,206.2,6.84
Petrol,103.02,130.8,8.46
Diesel,99.23,171.7,6.94
Petrol,105.52,366.3,8.74
Diesel,96.88,198.0,6.82
Petrol,99.43,140.9,8.10
Diesel,93.81,412.3,6.66
Petrol,102.63,206.8,8.38
Diesel,99.89,329.1,7.05
Petrol,99.34,350.6,8.22
Diesel,95.84,379.7,6.74
Petrol,104.27,490.8,8.72
Diesel,101.74,427.6,7.36
Petrol,102.01,272.2,8.36
Diesel,96.87,405.4,6.91
Petrol,106.70,311.3,8.88
Diesel,97.88,480.4,7.10
Petrol,98.68,415.3,8.14
Diesel,94.17,135.5,6.58
Petrol,109.82,418.0,9.25
Diesel,101.22,268.4,7.23
Petrol,102.81,205.2,8.51
Diesel,90.30,460.4,6.28
Petrol,101.00,262.6,8.24
Diesel,94.27,437.2,6.65
Petrol,100.84,492.9,8.40
Diesel,101.14,476.7,7.26
Petrol,103.33,370.2,8.61
Diesel,103.99,190.1,7.51
Petrol,105.28,216.9,8.75
Diesel,95.23,440.5,6.68
Petrol,109.74,351.1,9.12
Diesel,101.09,101.7,7.11
Petrol,104.10,397.1,8.69
Diesel,93.43,182.1,6.46
Petrol,103.39,454.5,8.71
Diesel,92.68,480.9,6.49
Petrol,102.93,176.6,8.48
Diesel,96.44,211.2,6.79
Petrol,108.28,295.1,8.94
Diesel,90.77,243.4,6.26
Petrol,101.31,493.7,8.46
Diesel,93.63,229.5,6.44
Petrol,100.77,321.6,8.38
Diesel,90.04,186.8,6.08
Petrol,101.84,211.6,8.33
Diesel,91.83,288.6,6.33
Petrol,109.52,288.7,9.12
Diesel,100.95,451.2,7.34
Petrol,98.39,308.7,8.02
Diesel,93.70,465.9,6.65
Petrol,102.48,309.3,8.43
Diesel,90.26,446.1,6.26
Petrol,109.85,207.4,9.14
Diesel,100.22,440.2,7.21
Petrol,97.80,297.0,8.06
Diesel,99.16,117.0,7.03
Petrol,99.85,398.5,8.16
Diesel,99.78,135.7,7.08
Petrol,99.76,339.0,8.13
Diesel,102.54,135.2,7.32
Petrol,108.12,130.7,8.94
Diesel,96.46,315.9,6.84
Petrol,107.41,259.5,8.90
Diesel,93.49,156.6,6.38
Petrol,106.87,194.3,8.85
Diesel,103.19,361.5,7.44
Petrol,105.59,306.7,8.76
Diesel,94.91,495.6,6.71
Petrol,103.00,405.8,8.55
Diesel,96.96,399.9,6.86
Petrol,97.61,137.6,7.81
Diesel,100.65,445.8,7.33
Petrol,106.62,366.7,8.98
Diesel,93.93,435.6,6.67
Petrol,104.19,110.3,8.52
Diesel,101.39,468.9,7.42
Petrol,99.72,230.6,8.21
Diesel,100.09,184.1,7.08
Petrol,100.52,305.9,8.18
Diesel,96.60,484.5,6.97
Petrol,99.64,227.1,8.15
Diesel,92.04,153.7,6.22
Petrol,96.31,106.3,7.69
Diesel,101.86,173.4,7.31
Petrol,102.06,261.9,8.41
Diesel,101.69,406.2,7.43
Petrol,103.89,374.8,8.70
Diesel,98.12,192.6,6.88
Petrol,100.54,257.7,8.30
Diesel,98.53,275.2,6.95
Petrol,105.60,215.0,8.75
Diesel,92.49,108.2,6.32
Petrol,109.93,275.7,9.25
Diesel,97.80,416.3,7.07
Petrol,102.75,267.3,8.39
Diesel,103.39,215.3,7.45
Petrol,108.51,295.0,9.09
Diesel,91.74,463.0,6.42
Petrol,109.06,371.9,9.07
Diesel,93.16,428.7,6.61
Petrol,98.29,265.3,8.02
Diesel,90.30,164.6,6.22
Petrol,99.94,201.9,8.11
Diesel,92.20,436.1,6.45
Petrol,97.00,102.6,7.85
Diesel,103.10,139.2,7.38
Petrol,99.92,247.1,8.09
Diesel,91.10,386.3,6.43
Petrol,104.41,324.5,8.63
Diesel,96.04,197.9,6.67
Petrol,102.09,407.7,8.49
Diesel,92.12,257.3,6.35
Petrol,100.60,284.3,8.21
Diesel,93.46,370.0,6.48
Petrol,101.89,394.6,8.47
Diesel,95.92,121.1,6.71
Petrol,101.29,498.8,8.46
Diesel,93.82,478.3,6.65
Petrol,104.88,134.2,8.62
Diesel,98.78,268.4,7.01
Petrol,103.22,440.0,8.52
Diesel,90.61,388.8,6.23
Petrol,105.93,468.2,8.91
Diesel,97.26,343.0,6.92
Petrol,103.79,113.0,8.50
Diesel,91.02,362.9,6.42
Petrol,100.24,171.0,8.15
Diesel,96.71,121.4,6.67
Petrol,106.62,164.8,8.84
Diesel,92.29,306.9,6.38
Petrol,105.52,380.4,8.72
Diesel,99.19,392.7,7.17
Petrol,96.32,250.9,7.72
Diesel,98.07,385.6,6.93
Petrol,100.02,443.7,8.27
Diesel,103.23,386.5,7.55
Petrol,106.66,324.5,8.87
Diesel,100.05,229.7,7.05
Petrol,97.28,114.6,7.87
Diesel,100.67,214.0,7.15
Petrol,99.46,318.3,8.14
Diesel,94.28,435.5,6.75
Petrol,104.36,460.0,8.70
Diesel,102.15,119.8,7.18
Petrol,109.51,390.8,9.20
Diesel,95.26,176.7,6.56
Petrol,108.02,425.6,9.07
Diesel,102.75,260.7,7.44
Petrol,108.31,484.8,9.12
Diesel,101.15,325.9,7.29
Petrol,96.40,204.3,7.71
Diesel,96.37,231.6,6.69
Petrol,106.21,492.7,8.85
Diesel,96.76,238.9,6.85
Petrol,104.58,457.4,8.75
Diesel,92.07,401.4,6.47
Petrol,106.92,386.3,9.01
Diesel,98.43,461.7,7.07
Petrol,97.60,234.8,7.86
Diesel,96.26,270.5,6.83
Petrol,103.42,420.4,8.58
Diesel,98.48,435.8,7.12
Petrol,98.63,304.0,8.05
Diesel,94.13,358.7,6.57
Petrol,98.43,250.1,8.01
Diesel,98.82,219.2,6.97
Petrol,102.22,392.6,8.43
Diesel,100.91,106.5,7.16
Petrol,107.91,270.3,8.95
Diesel,98.69,236.3,7.06
Petrol,96.34,212.9,7.79
Diesel,92.01,481.3,6.50
Petrol,102.73,102.8,8.27
Diesel,100.12,484.0,7.20
Petrol,98.79,293.9,8.00
Diesel,98.89,271.6,7.01
Petrol,96.06,293.8,7.72
Diesel,98.90,101.1,6.94
Petrol,105.36,400.1,8.85
Diesel,96.81,401.9,6.88
Petrol,102.05,326.8,8.36
Diesel,95.68,208.3,6.65
Petrol,105.17,111.9,8.59
Diesel,102.89,159.5,7.27
Petrol,102.36,388.5,8.54
Diesel,103.51,332.1,7.48
Petrol,106.92,186.3,8.91
Diesel,101.59,346.7,7.37
Petrol,109.34,255.6,9.07
Diesel,102.05,290.3,7.26
Petrol,106.66,497.8,8.94
Diesel,98.96,216.3,6.96
Petrol,97.04,417.3,7.92
Diesel,99.86,492.0,7.21
Petrol,97.50,133.5,7.82
Diesel,100.48,172.5,7.06
Petrol,108.93,381.3,9.08
Diesel,93.54,382.6,6.59
Petrol,101.84,341.9,8.49
Diesel,94.38,281.3,6.66
Petrol,97.19,417.7,8.00
Diesel,93.06,163.6,6.34
Petrol,96.54,425.7,7.92
Diesel,95.30,456.3,6.84
Petrol,100.45,130.1,8.10
Diesel,98.37,388.2,7.04
Petrol,103.29,181.8,8.41
Diesel,103.97,474.8,7.65
Petrol,96.46,303.3,7.81
Diesel,99.99,189.3,7.09
Petrol,102.20,404.4,8.45
Diesel,94.65,347.8,6.60
Petrol,107.83,455.3,9.15
Diesel,92.54,384.0,6.46
Petrol,107.91,318.0,9.06
Diesel,95.36,474.3,6.83
Petrol,100.24,427.7,8.37
Diesel,95.84,417.0,6.77
Petrol,105.44,134.9,8.71
Diesel,100.94,174.3,7.17
Petrol,108.13,230.0,8.99
Diesel,100.42,474.4,7.21
Petrol,102.26,494.1,8.53
Diesel,90.70,400.9,6.39
Petrol,104.51,235.7,8.61
Diesel,101.77,158.8,7.19
Petrol,109.44,360.0,9.19
Diesel,99.20,264.1,7.02
Petrol,107.23,110.1,8.89
Diesel,91.28,363.2,6.36
Petrol,100.60,125.5,8.19
Diesel,93.83,226.0,6.49
Petrol,106.87,142.6,8.81
Diesel,99.56,474.5,7.27
Petrol,98.46,201.2,7.91
Diesel,90.73,423.7,6.33
Petrol,106.56,433.4,9.01
Diesel,96.51,428.6,6.89
Petrol,97.09,183.8,7.91
Diesel,92.62,477.0,6.62
Petrol,98.26,242.2,7.96
Diesel,102.93,388.6,7.49
Petrol,97.81,233.7,7.86
Diesel,91.54,125.8,6.16
Petrol,106.96,211.0,8.88
Diesel,98.71,292.6,6.94
Petrol,100.72,400.0,8.28
Diesel,97.21,234.9,6.89
Petrol,104.29,445.4,8.67
Diesel,92.34,178.3,6.27
Petrol,102.58,335.6,8.42
Diesel,99.77,308.4,7.13
Petrol,104.72,200.8,8.62
Diesel,95.30,469.0,6.79
Petrol,102.00,357.7,8.48
Diesel,102.60,372.7,7.42
Petrol,107.51,282.4,8.98
Diesel,100.61,440.1,7.21
Petrol,105.73,358.5,8.72
Diesel,97.04,232.6,6.88
Petrol,102.25,485.1,8.47
Diesel,102.86,355.9,7.42
Petrol,108.27,134.0,8.97
Diesel,91.87,499.7,6.44
Petrol,104.76,483.4,8.84
Diesel,100.37,134.5,7.10
Petrol,96.77,376.9,7.87
Diesel,99.77,237.9,7.11
Petrol,101.29,384.9,8.42
Diesel,103.60,101.3,7.41
Petrol,103.87,148.1,8.57
Diesel,99.43,472.7,7.26
Petrol,100.71,304.1,8.18
Diesel,94.11,109.3,6.48
Petrol,107.03,375.5,8.94
Diesel,96.98,152.9,6.83
Petrol,101.11,481.6,8.43
Diesel,94.55,279.0,6.64
Petrol,105.47,399.4,8.83
Diesel,95.58,316.4,6.81
Petrol,106.31,462.1,8.85
Diesel,102.34,328.4,7.43
Petrol,100.33,480.6,8.26
Diesel,102.15,261.7,7.32
